user_id,movie_id,rating
756,176,4
943,76,4
295,1459,5
90,141,5
363,148,3
654,908,3
83,468,4
145,715,2
883,116,5
206,70,3
250,251,3
659,356,3
500,469,4
322,788,4
653,441,3
798,1043,3
476,653,2
835,187,4
471,26,2
291,186,4
432,415,4
405,27,1
209,1137,4
588,133,5
574,7,5
640,182,5
622,99,4
157,603,1
72,158,3
528,903,4
484,25,3
158,163,4
42,218,4
327,127,4
64,310,4
118,564,1
416,842,4
879,203,4
886,288,4
18,9,5
305,191,3
481,744,3
890,423,5
569,288,3
148,509,5
228,661,5
1,100,5
892,67,4
457,117,4
435,136,4
544,526,1
475,383,2
98,548,5
867,203,4
607,483,4
23,237,4
280,472,2
718,975,2
878,530,5
773,171,5
385,185,5
405,1311,1
145,546,4
881,685,2
643,179,4
707,163,2
7,676,3
492,225,4
270,62,2
532,420,4
345,264,4
846,324,5
151,899,2
109,1161,3
71,647,4
286,175,5
286,236,5
738,183,5
38,328,4
456,214,4
279,1274,3
303,1508,1
1,910,4
922,382,4
470,248,3
181,941,5
833,273,3
648,684,4
1,721,5
322,372,3
293,366,2
405,816,1
393,391,3
258,281,2
334,527,3
932,157,4
270,863,3
202,850,4
1,11,2
204,258,2
23,629,5
95,20,3
398,135,3
497,567,5
934,1203,5
95,510,4
798,243,4
85,604,4
782,748,4
234,233,4
835,135,5
393,357,2
57,760,2
521,669,4
228,862,5
588,751,3
394,715,4
270,671,4
303,228,4
102,183,4
651,472,4
445,603,3
521,763,4
374,1093,2
202,165,4
718,879,2
787,1671,1
758,472,1
95,1047,3
576,889,3
279,226,4
328,701,4
14,624,5
807,127,3
56,788,3
307,772,4
270,537,3
704,751,2
308,193,3
7,465,4
26,1009,2
348,831,4
226,194,3
328,466,4
475,629,4
6,195,4
624,824,2
334,172,3
151,652,5
13,857,3
628,429,3
546,536,2
477,770,4
463,92,4
796,748,5
145,1087,1
256,989,5
474,510,4
503,97,4
596,245,4
894,1010,4
173,158,5
484,216,4
345,191,4
49,217,3
92,1207,3
244,949,4
125,897,4
240,906,3
118,622,1
328,50,4
323,852,3
276,398,4
174,826,5
523,615,5
428,899,4
597,332,5
319,340,3
462,292,5
371,450,3
249,24,4
294,657,5
267,124,5
200,887,1
450,525,3
181,760,1
269,446,4
541,864,2
886,380,3
342,1047,2
720,746,3
490,1386,4
688,8,1
877,333,4
11,538,4
73,1149,4
472,402,5
288,603,3
12,342,5
660,344,3
733,283,3
57,831,1
59,101,5
273,709,4
659,62,4
543,252,3
308,656,3
72,466,4
259,134,2
721,260,3
228,8,5
444,814,2
214,518,3
6,89,4
553,50,4
323,20,4
845,52,5
394,229,3
276,1240,4
293,528,4
712,465,4
497,11,3
387,437,2
336,1051,2
938,827,3
129,59,5
344,278,3
167,530,5
26,248,3
276,883,5
670,368,3
378,482,4
665,197,4
750,259,4
75,825,1
874,340,3
68,671,3
389,423,5
913,227,1
271,338,1
318,50,2
537,604,3
385,442,3
866,330,5
748,867,4
597,102,3
705,766,4
11,577,3
852,546,4
38,682,3
249,202,4
258,282,5
294,652,2
519,1434,5
642,225,4
222,780,3
7,321,4
323,1073,4
42,320,4
608,517,4
545,142,3
639,170,4
471,931,3
130,1276,4
654,748,4
226,738,3
301,149,3
240,288,5
724,301,4
860,366,2
312,169,5
57,258,5
727,410,2
690,701,4
880,245,2
49,1075,2
634,1084,2
90,942,4
870,1046,3
194,1058,2
301,802,2
15,253,4
56,387,5
741,403,5
102,576,2
854,742,2
907,88,5
838,1039,5
275,698,4
328,1136,4
43,5,4
393,4,4
351,3,3
194,991,2
201,137,4
174,387,5
709,69,5
747,519,5
156,737,5
118,661,4
557,1244,2
720,92,3
634,929,3
790,1183,2
276,801,3
528,748,3
145,827,2
370,427,5
840,607,4
638,172,4
202,916,3
409,618,4
349,229,4
749,73,4
330,1084,5
11,414,3
455,380,3
416,197,5
194,15,4
663,380,4
312,967,3
515,829,4
313,621,5
661,603,3
385,616,4
181,764,1
417,437,5
543,730,3
319,390,5
465,603,4
174,385,2
216,652,4
303,70,4
148,935,4
648,747,5
359,754,3
224,26,3
624,591,3
294,8,3
328,170,3
271,180,5
199,169,4
774,300,2
658,952,2
514,889,1
705,892,4
655,746,3
684,235,4
374,558,1
378,457,4
704,631,3
223,969,5
82,71,4
705,850,5
665,932,2
503,633,5
151,132,5
886,834,4
566,23,4
314,1047,4
83,281,5
298,496,5
740,11,4
138,147,4
406,660,3
586,436,2
506,168,5
393,405,4
941,1007,4
421,854,3
301,672,4
305,143,3
206,650,4
234,103,3
436,503,4
314,322,4
497,175,4
764,356,4
524,518,3
311,258,4
237,238,3
276,1028,3
506,802,4
389,756,2
198,328,3
148,677,4
330,739,5
251,288,4
87,864,5
145,393,3
239,652,5
279,1151,2
208,310,4
682,26,3
389,1121,4
303,215,5
450,878,2
226,280,3
121,427,4
417,537,2
214,221,5
660,41,1
697,323,4
675,776,3
592,117,5
475,658,4
9,402,4
496,421,3
593,66,5
321,185,5
650,214,5
588,1508,3
286,1502,2
234,429,4
94,880,3
835,1153,4
459,358,2
373,409,2
748,552,4
343,569,3
416,1188,3
174,466,5
663,1324,3
655,43,3
194,1211,2
226,846,4
416,42,3
207,428,4
100,288,5
294,941,4
870,4,2
173,347,2
476,712,3
493,258,5
825,423,5
202,276,4
496,571,3
222,366,4
9,194,4
450,403,4
174,415,3
244,1012,2
84,529,5
532,1483,4
144,823,3
843,98,3
24,69,5
258,939,4
622,169,5
227,505,2
246,161,3
363,979,1
894,302,4
258,926,4
393,860,2
890,739,2
694,1455,3
43,312,4
389,736,5
116,1134,4
329,827,3
276,881,3
536,993,3
710,418,3
151,684,3
591,391,4
25,822,3
10,745,5
40,588,4
181,1389,1
262,171,4
177,50,5
537,698,3
508,558,5
117,905,3
196,110,4
65,579,3
650,137,3
21,976,1
326,529,4
214,509,4
475,382,3
561,705,3
323,873,3
280,619,4
193,235,5
272,258,5
864,47,5
654,250,1
501,410,4
373,715,2
568,805,3
682,1655,2
327,802,2
246,1028,3
62,162,4
705,169,5
119,96,5
442,810,2
11,764,4
349,546,4
773,652,3
389,1007,4
796,357,4
896,227,4
21,379,3
230,745,2
879,619,4
284,161,3
862,121,5
504,75,4
136,536,4
86,1176,5
378,118,4
919,976,2
641,301,4
863,332,4
735,316,4
486,1598,5
85,663,5
183,248,5
798,839,4
627,792,4
235,852,4
159,442,4
496,133,5
83,479,5
13,362,4
279,728,4
197,121,4
655,885,3
2,280,3
429,23,4
936,818,4
216,466,4
181,979,2
303,55,4
194,84,5
286,676,4
195,198,3
398,71,5
286,1035,3
198,511,4
504,10,5
90,875,1
81,1047,3
301,258,4
615,661,4
264,762,3
449,122,1
756,138,2
506,1019,5
771,804,3
13,917,4
749,883,3
496,1074,2
204,454,4
541,642,5
788,739,2
476,256,4
82,734,4
883,1021,5
331,420,3
267,187,5
205,318,3
330,966,5
226,332,5
864,526,4
210,219,3
521,147,4
13,13,5
303,1021,4
111,238,4
22,265,3
86,829,4
95,708,2
327,100,4
210,387,4
862,117,5
936,1086,3
532,1136,2
456,581,3
232,294,2
504,294,2
663,245,4
269,913,5
840,511,4
56,790,4
308,25,4
815,436,3
291,328,4
756,382,3
97,632,4
64,69,4
9,371,5
597,889,3
218,516,5
131,942,5
284,470,4
747,1045,4
880,587,3
798,563,2
144,933,4
305,403,2
562,218,4
486,286,2
514,587,4
206,748,4
537,315,4
15,137,4
707,1061,3
193,715,3
181,495,5
123,143,5
721,22,5
597,895,2
303,762,4
474,899,3
722,122,3
12,773,3
294,357,4
202,109,5
588,468,3
568,603,5
399,751,3
417,433,4
660,436,4
426,287,3
129,277,4
195,479,4
12,538,4
653,1065,1
249,228,4
92,554,2
899,410,1
528,58,5
405,443,4
629,447,3
664,669,4
538,153,4
481,367,3
798,402,3
378,807,3
193,407,3
241,8,4
774,100,1
89,342,3
889,160,4
842,315,3
294,677,5
843,229,3
454,185,2
174,709,4
307,629,5
666,502,3
650,68,3
721,527,5
272,54,5
496,227,1
464,300,4
648,674,3
682,433,2
312,223,5
246,79,5
930,126,5
286,834,4
49,121,1
417,42,4
345,179,1
101,281,2
43,1055,2
83,768,4
704,347,4
246,284,1
361,186,3
378,389,5
388,266,5
64,221,5
786,289,4
192,76,5
343,510,5
344,284,4
63,242,3
79,124,5
243,452,5
251,55,3
655,962,5
305,300,3
476,192,2
932,185,4
435,235,4
11,180,2
704,662,3
299,515,4
737,137,5
98,875,5
650,238,4
417,483,5
21,874,2
655,171,2
201,563,1
588,796,5
11,168,3
151,487,5
632,143,5
347,696,4
294,986,3
497,273,4
496,44,4
226,346,3
916,931,1
663,323,2
793,742,3
566,932,4
561,584,3
798,480,3
682,783,2
109,496,3
752,678,3
109,622,5
806,923,3
94,372,4
275,859,3
195,10,4
655,1142,2
207,435,4
173,221,4
277,1008,3
620,418,3
596,895,3
474,315,5
321,725,2
380,630,2
417,1091,3
435,600,5
138,513,5
39,826,4
473,938,3
495,846,4
322,261,4
450,442,3
363,880,4
7,413,3
747,71,5
14,762,3
42,685,4
450,633,5
749,233,5
323,282,3
655,1516,3
406,148,3
347,434,1
546,300,3
145,756,2
551,180,5
422,248,3
70,343,4
457,709,5
144,347,5
21,129,4
389,66,3
533,216,4
471,454,3
417,11,5
485,339,5
374,71,5
682,73,5
16,381,4
380,610,2
741,365,2
561,8,3
185,802,3
597,459,3
25,419,4
896,55,3
279,1095,1
240,457,3
720,804,3
9,175,4
454,55,2
54,252,3
393,501,3
293,1018,3
707,703,4
804,447,3
15,580,3
13,318,3
833,235,4
222,642,3
453,282,4
145,993,3
532,72,3
486,882,2
793,1365,2
492,483,2
109,1012,4
471,882,4
222,465,2
846,654,5
145,183,5
279,248,4
92,487,4
21,291,2
758,312,3
769,709,3
171,585,3
249,4,4
927,294,5
542,150,2
454,312,3
12,16,5
83,717,4
403,127,4
303,692,4
664,1109,4
429,662,3
653,823,2
481,556,5
465,190,4
532,483,5
288,362,4
854,176,3
503,580,3
880,1184,3
137,785,2
125,916,3
682,252,3
128,690,3
125,345,3
399,73,3
551,770,2
271,805,3
321,365,5
181,666,2
276,816,2
95,674,2
195,841,2
181,736,2
865,831,1
411,764,3
186,263,4
258,490,2
295,50,5
13,157,3
331,791,1
537,1163,1
151,627,2
235,285,4
96,8,3
199,813,3
838,1115,4
387,742,2
95,927,5
790,1014,2
257,464,4
114,454,3
13,791,5
416,347,3
432,3,3
297,182,3
472,1002,4
85,283,3
218,203,4
841,678,4
172,645,4
566,807,4
736,1278,1
24,921,3
303,1039,5
607,211,5
498,169,3
655,117,2
874,519,5
807,501,3
504,225,4
431,516,3
485,780,4
568,885,4
110,732,3
916,462,4
678,351,4
497,260,4
249,423,4
399,386,3
79,372,5
774,235,1
640,540,3
235,121,1
452,423,5
416,17,2
2,682,3
393,553,3
102,768,2
60,699,4
827,289,3
767,478,4
474,870,4
347,158,3
43,283,2
154,297,5
400,304,4
472,755,4
542,100,4
237,891,5
398,481,3
230,221,3
449,100,5
638,265,5
213,161,2
535,338,3
788,237,4
174,653,5
450,228,4
2,110,3
305,223,4
58,788,4
92,433,5
222,483,3
292,557,4
234,589,3
750,100,4
520,389,3
517,229,3
400,258,5
218,4,3
779,1028,4
95,699,2
94,404,4
308,475,4
393,934,3
268,179,4
181,125,3
6,301,2
545,71,5
336,216,5
387,919,5
520,678,2
716,1124,3
14,22,3
328,633,4
55,826,5
235,430,2
897,699,4
244,411,4
193,1074,3
406,671,5
354,936,4
280,748,2
347,105,3
181,403,4
314,591,5
298,833,5
250,1014,4
393,625,4
896,223,4
542,288,2
683,340,4
73,255,2
268,728,2
144,453,4
846,140,4
747,644,5
271,265,5
173,640,5
235,847,1
405,467,4
14,475,3
504,185,5
354,611,3
326,813,3
94,1101,3
181,413,2
434,477,5
637,829,2
486,299,1
561,433,1
240,620,5
172,772,1
758,95,3
10,610,4
307,853,1
871,908,3
896,1046,2
271,940,2
102,82,2
487,823,1
389,58,4
846,1210,2
250,104,3
82,265,4
684,722,2
307,507,5
890,190,4
320,176,4
234,620,3
586,358,4
884,448,4
926,923,4
291,320,4
934,225,2
597,804,3
551,959,5
862,1011,5
343,729,3
738,257,3
560,203,4
532,485,5
98,913,4
715,826,2
327,93,4
360,936,4
2,632,4
411,229,3
506,846,3
682,76,3
488,589,3
83,728,4
32,658,3
311,187,4
727,661,4
492,285,4
1,576,4
871,510,3
184,208,4
311,578,2
1,152,5
125,172,5
145,25,2
276,312,4
436,334,3
22,791,1
532,532,3
711,265,2
561,77,1
276,544,3
788,148,3
593,449,4
38,268,1
245,564,4
194,776,4
776,217,4
181,306,1
393,823,3
799,427,5
43,3,2
655,295,3
500,122,3
313,50,5
551,1039,4
18,639,4
312,490,5
936,3,4
393,399,4
109,121,5
694,185,4
319,150,4
268,377,3
520,288,5
313,15,2
83,993,2
178,426,4
94,432,4
130,321,5
314,791,4
889,1065,4
314,68,4
189,723,3
269,122,1
234,141,3
750,831,4
748,61,2
756,722,3
796,66,5
471,613,3
860,1047,2
271,580,5
23,553,5
405,350,1
123,592,4
435,780,2
246,432,3
230,921,3
794,514,5
40,642,4
234,541,5
237,825,4
282,742,3
508,569,3
643,367,4
881,447,4
130,218,5
70,432,3
545,219,2
15,676,4
173,654,5
251,1014,5
437,190,3
354,286,4
866,927,4
389,238,5
94,549,5
806,302,4
897,243,4
551,161,5
243,489,4
50,645,4
27,742,3
417,709,3
94,187,4
19,527,3
42,177,4
757,179,4
587,688,3
442,710,5
639,58,3
429,218,3
500,82,4
113,883,4
12,242,5
866,109,4
144,461,4
796,768,2
435,748,4
56,230,5
385,16,5
249,216,3
98,188,5
234,352,4
271,43,3
47,555,2
627,100,5
597,298,5
769,1322,2
457,640,4
286,1133,4
207,293,2
665,117,4
878,553,3
23,498,4
569,300,3
216,381,5
773,68,2
735,318,5
574,347,3
774,218,1
7,672,1
413,699,3
28,153,3
721,65,1
354,93,4
479,480,5
13,561,1
940,692,4
172,580,4
298,327,3
90,59,5
72,28,4
862,974,2
186,203,5
378,806,4
125,332,5
523,1009,5
18,435,4
934,419,4
471,265,4
286,157,5
208,437,5
222,934,2
99,237,5
409,98,5
62,171,4
264,1103,5
662,813,3
416,453,2
363,216,3
503,949,3
22,172,4
650,608,4
328,547,4
705,526,3
393,835,5
393,792,1
482,289,3
194,890,5
299,31,4
430,1347,5
111,376,4
92,1209,1
643,914,4
806,176,5
507,556,5
90,1136,3
308,419,4
779,252,3
463,597,2
1,360,3
744,430,3
209,906,2
284,82,4
201,649,3
877,584,4
123,301,4
586,1249,3
89,236,5
807,62,3
87,727,4
503,121,3
450,414,3
118,637,1
239,659,3
721,82,4
537,727,2
125,997,2
237,728,4
223,106,4
208,25,4
222,452,1
403,928,3
293,235,3
195,132,5
629,322,3
181,621,5
411,893,3
59,389,5
11,495,5
207,210,3
328,818,4
484,153,5
30,69,5
643,1016,3
868,121,2
293,217,3
50,536,5
451,288,5
916,1042,3
220,82,2
474,847,4
314,1225,3
299,185,3
308,135,5
24,582,4
7,643,4
303,345,4
248,282,2
694,98,5
354,747,2
890,434,4
712,380,2
643,325,2
543,466,4
1,411,4
660,80,1
181,1025,1
553,505,5
125,708,4
6,202,3
9,64,4
263,519,5
254,465,3
271,124,4
207,499,5
271,269,4
472,897,5
125,334,3
620,1043,4
707,771,4
59,133,3
43,487,3
244,425,1
721,1026,3
450,381,2
6,510,4
943,67,4
846,357,4
673,846,4
258,781,2
243,825,4
288,27,3
13,158,1
707,531,5
697,118,3
77,121,2
125,642,4
18,182,4
405,661,3
279,1001,4
249,275,4
833,118,2
6,531,4
264,26,4
173,933,3
296,121,5
416,73,3
1,168,5
132,426,4
234,727,3
561,15,3
5,243,1
766,530,4
210,118,5
30,655,5
207,978,3
523,132,4
562,197,4
555,120,4
766,272,4
521,188,4
750,297,5
717,975,2
56,164,4
620,930,2
457,1168,5
213,449,3
548,302,4
301,604,4
269,312,5
130,578,5
354,210,3
436,787,5
930,281,4
185,686,5
527,709,5
322,530,4
208,780,3
286,359,5
448,1602,4
528,250,3
655,343,5
214,93,4
912,851,4
270,454,4
776,238,4
475,634,5
179,855,3
527,899,4
682,96,4
280,551,3
854,117,3
694,474,4
521,622,5
262,587,4
457,436,4
436,1468,5
9,788,4
833,401,2
222,648,5
10,692,4
209,940,4
234,591,3
374,4,2
506,342,3
650,840,4
537,928,1
620,749,4
301,446,3
614,1142,3
744,120,4
7,501,5
660,452,4
711,272,5
919,832,3
437,1007,5
643,231,2
123,916,3
293,605,3
25,315,5
532,982,3
155,757,2
87,367,4
707,796,3
267,47,5
194,20,3
594,242,4
664,52,5
378,716,3
835,465,3
936,19,5
751,419,4
345,470,4
397,826,3
44,31,4
918,507,5
313,104,4
622,763,4
807,289,4
436,325,3
561,1512,5
663,676,3
186,281,4
890,101,2
307,557,5
173,269,4
38,79,3
7,565,4
500,531,3
337,67,4
311,505,4
325,824,4
12,707,3
716,502,3
916,73,3
98,380,4
409,8,3
306,257,4
145,294,4
539,713,3
208,450,5
831,1119,3
786,100,4
655,795,3
237,277,4
92,125,4
882,419,5
883,26,3
184,1398,5
804,4,4
542,237,4
95,92,3
258,427,4
154,727,3
566,600,3
899,8,4
325,272,3
305,288,4
130,469,5
405,277,3
299,58,3
639,70,3
249,121,1
374,1013,2
660,774,3
586,233,4
222,84,4
95,552,1
56,455,5
680,203,3
82,838,4
564,160,3
183,505,3
345,383,2
334,47,4
128,136,5
934,332,2
618,433,2
423,929,4
1,133,4
198,433,2
328,322,3
257,936,4
740,677,1
280,54,2
880,1270,3
314,780,4
59,69,5
843,228,4
782,1025,2
407,502,2
342,320,5
250,32,4
523,692,3
429,172,5
205,745,2
416,985,3
295,98,5
561,960,4
408,328,2
848,679,3
70,476,3
21,299,1
323,759,4
435,616,2
908,427,5
151,1297,1
113,1251,5
173,807,3
848,480,5
201,423,4
600,1188,3
44,443,5
360,588,3
497,751,4
130,98,5
616,333,2
777,273,4
193,776,3
864,8,5
321,266,3
63,727,2
237,251,5
495,96,4
79,763,5
38,294,5
511,826,3
101,820,3
554,600,4
436,159,4
269,919,4
399,147,5
1,146,4
684,710,5
327,896,5
486,321,3
393,692,3
322,534,4
301,410,4
880,657,4
393,349,3
815,127,3
152,278,4
129,543,4
131,189,4
763,73,3
466,187,3
471,815,2
38,445,2
821,509,5
250,96,2
181,475,2
334,155,2
12,838,4
892,760,3
161,425,3
327,336,2
298,796,5
343,950,3
79,97,5
798,1023,3
42,203,4
566,506,4
428,661,4
1,806,4
342,4,4
568,618,4
123,620,3
254,554,3
195,650,4
357,117,5
118,381,1
293,1228,1
216,328,3
532,66,5
766,613,3
743,259,3
463,711,5
264,683,2
592,295,4
14,342,5
501,273,4
363,959,1
586,467,4
463,112,1
495,229,3
475,203,3
620,147,3
56,883,5
887,80,4
275,837,4
527,238,5
303,233,4
213,653,2
184,65,4
286,7,4
191,285,4
226,95,4
259,644,4
332,895,5
79,830,4
561,512,4
865,928,1
524,605,1
628,749,4
1,293,2
21,441,3
111,588,1
457,169,5
13,820,4
654,1285,4
707,334,4
393,483,4
685,730,2
194,157,4
6,536,4
253,679,3
663,890,4
314,328,4
164,367,4
693,693,3
437,517,4
650,751,2
500,215,1
50,367,5
810,600,3
116,292,4
228,823,3
215,433,3
328,1478,3
429,89,4
473,75,3
213,536,5
129,658,3
439,121,2
881,187,4
197,187,4
85,487,2
880,158,2
13,276,5
592,289,4
279,449,3
221,386,3
210,311,5
889,678,3
508,1153,4
399,705,5
487,136,5
607,121,2
13,516,5
683,187,5
1,535,3
621,722,4
154,716,5
6,298,3
319,491,1
546,928,4
223,165,4
269,294,5
257,342,2
886,23,4
727,72,3
615,26,4
65,618,3
514,452,3
497,826,3
484,648,5
279,541,3
87,263,4
202,16,5
14,439,5
184,72,3
313,156,3
504,934,4
360,451,3
378,235,4
642,44,3
9,460,3
345,294,3
209,934,1
64,556,5
256,64,5
634,258,4
387,178,3
370,613,2
181,118,2
804,215,5
328,430,4
363,679,4
533,143,4
205,536,5
92,501,2
653,425,2
417,669,2
234,191,4
269,558,4
298,623,2
12,42,4
533,357,3
620,98,4
204,210,5
650,423,3
501,928,3
130,330,4
682,27,3
933,452,1
462,608,4
566,871,3
159,412,3
748,730,4
244,763,4
592,287,3
523,42,3
533,122,1
171,452,4
99,124,2
788,223,4
436,802,4
154,488,4
531,302,5
200,840,4
11,686,4
679,217,5
178,77,4
328,185,4
83,642,5
889,1014,2
471,66,5
426,489,5
222,577,1
406,368,2
268,117,5
177,168,4
286,888,5
7,748,4
426,868,4
665,215,2
345,248,5
597,301,3
523,363,3
344,315,5
474,72,3
9,618,3
919,742,4
715,732,3
845,1463,1
455,466,3
56,176,5
290,407,3
870,603,5
883,10,5
87,933,4
393,684,4
59,604,3
303,960,4
579,922,3
298,299,4
435,44,2
666,582,4
220,238,3
521,1012,3
85,188,2
525,596,4
228,847,4
592,99,5
222,750,5
291,567,5
458,596,4
389,1203,5
916,236,4
10,558,4
648,67,4
565,638,4
346,636,3
92,431,4
862,100,5
303,38,1
514,42,5
125,475,1
173,289,4
348,107,4
851,367,2
743,545,3
705,807,4
354,709,5
328,55,4
2,429,3
127,165,4
892,228,3
728,709,4
128,97,3
6,183,4
493,183,5
235,250,2
473,184,4
180,737,3
484,916,4
645,746,4
694,671,3
249,28,4
56,600,5
470,122,3
286,194,1
879,255,3
347,587,3
803,245,4
159,220,5
639,165,3
293,238,4
257,462,4
295,97,5
508,177,4
269,302,3
239,632,5
337,515,5
577,436,4
643,1101,3
363,190,2
194,1410,2
313,259,5
473,917,3
478,447,4
700,169,3
95,889,4
343,277,4
70,488,3
255,982,2
48,323,3
892,1035,3
764,946,4
130,1014,3
363,380,4
105,340,3
243,556,1
290,393,3
484,73,4
243,708,3
19,52,5
47,218,4
707,507,5
286,934,3
828,582,3
244,318,5
659,319,3
13,827,3
474,447,3
373,645,5
151,883,5
87,382,3
660,1133,2
840,515,5
894,198,4
753,359,4
271,749,5
653,560,4
13,821,3
807,1091,3
95,33,3
125,657,3
458,1338,3
903,214,4
322,335,4
747,865,5
782,127,4
326,351,5
521,929,5
232,4,4
776,670,3
618,55,2
56,281,2
846,552,4
546,895,3
422,302,3
417,217,4
308,1021,4
44,332,3
838,50,5
751,179,1
303,176,5
537,357,4
758,184,5
202,318,1
911,603,5
417,182,4
315,515,4
292,626,1
597,718,5
773,1367,5
628,703,4
478,236,3
82,638,2
495,216,4
532,419,5
318,316,5
313,548,5
257,563,5
533,77,4
268,61,4
661,274,4
883,1222,5
621,118,3
621,755,3
904,66,4
90,254,1
651,788,4
593,660,5
690,589,4
409,1295,1
664,509,4
580,829,2
682,482,3
498,479,3
344,357,5
98,670,2
463,387,4
7,515,3
5,216,1
360,194,3
486,1129,4
275,857,5
747,1660,2
492,318,5
508,377,4
741,115,3
371,175,1
651,577,5
195,868,2
567,273,5
